nombre,clasificac,ubicacion,barrio,comuna,area,perimeter
13 DE ABRIL DE 1889 - PASEO DE LOS VECINOS DESTACADOS DE VILLA DEVOTO COMUNA 11,CANTERO CENTRAL,CHIVILCOY AV ENTRE SIMBRON Y TINOGASTA,VILLA DEVOTO,11.0,383.252,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,155.02700000000004,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,228.51,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,148.094,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,181.354,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,163.311,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,156.767,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,147.458,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,206.765,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,162.322,0.0
,CANTERO CENTRAL,,VILLA URQUIZA,12.0,166.583,0.0
JARDIN JAPONES,PLAZA,"DEL LIBERTADOR, AV. - SARMIENTO, AV. - BERRO, ADOLFO, AV. - CASARES, AV.",PALERMO,14.0,13215.709,0.0
PLAZA SICILIA,PLAZA,"DEL LIBERTADOR, AV. - SARMIENTO, AV. - BERRO, ADOLFO, AV. - CASARES, AV.",PALERMO,14.0,96627.059,0.0
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,337.68300000000005,0.0
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,652.908,0.0
,CANTERO CENTRAL,,VILLA SOLDATI,8.0,491.198,0.0
,PLAZOLETA,,VILLA SOLDATI,8.0,2053.972,0.0
PLAZOLETA PADRE RODOLFO RICCIARDELLI,PLAZOLETA,PERITO MORENO AV - FERNANDEZ DE LA CRUZ AV - EREZCANO,FLORES,7.0,2270.505,0.0
CORREDOR SALUDABLE PERITO MORENO,PLAZOLETA,PERITO MORENO AV ENTRE VARELA AV Y FERNANDEZ DE LA CRUZ AV,FLORES,7.0,9727.991,0.0
,PLAZOLETA,RUIZ DE LOS LLANOS - DIAZ CESAR GRAL - IRIGOYEN - JUSTO JUAN B,VILLA LURO,10.0,3616.83,0.0
,PLAZOLETA,RUIZ DE LOS LLANOS - DIAZ CESAR GRAL - IRIGOYEN - JUSTO JUAN B,VILLA LURO,10.0,1423.635,0.0
PLAZA LAS TOSCANERAS DE VILLA REAL,PLAZA,LISTA RAMON CNEL - VIRGILIO - VARELA JOSE PEDRO - MOLIERE,VILLA REAL,10.0,6639.116999999998,0.0
ALCIRA DE LA PEÑA,CANTERO CENTRAL,VERA PEÑALOZA ROSARIO - LANTERI JULIETA - ENCARNACION EZCURRA - AIME PAINE,PUERTO MADERO,1.0,721.0160000000002,60.0
PLAZOLETA CARLOS JAUREGUI,PLAZOLETA,"COCHABAMBA 1700 ENTRE SOLIS, ENTRE RIOS AV Y AUT. 25 DE MAYO",CONSTITUCION,1.0,1082.931,0.0
PLAZA CHAPATIN - PATIO RECREATIVO,PATIO RECREATIVO,AV RIESTRA - RIVERA INDARTE - PERITO MORENO AV (DENTRO DE LA MANZANA 9B),FLORES,7.0,67.846,0.0
ANFITEATRO NINI MARSHALL,PATIO RECREATIVO,"PADRE MIGONE, M. L. - ACHAVAL RODRIGUEZ, TRISTAN, DR., AV. - BRASIL, AV. - CALABRIA",PUERTO MADERO,1.0,2810.234000000001,0.0
MARIA LUISA BEMBERG,PATIO RECREATIVO,SAN JUAN AV 501/511 - BOLIVAR 1191/1199,SAN TELMO,1.0,68.336,0.0
LUCA PRODAN,PLAZOLETA,FRAY MOCHO SANTA MARIA - URIARTE - COSTA RICA - EL SALVADOR,PALERMO,14.0,17.623,0.0
TOMAS KATARI,PLAZOLETA,CHARRUA E ITAQUI,NUEVA POMPEYA,4.0,721.6439999999999,0.0
DUO GARDEL-RAZZANO,PATIO RECREATIVO,LAUTARO AL 800,FLORES,7.0,383.452,0.0
PLAZA LIC. CARLOS CAMPELO,PLAZA,"VIAS DEL FERROCARRIL BARTOLOME MITRE ENTRE UGARTE, MANUEL - WASHINGTON - ESTOMBA - MONROE",COGHLAN,12.0,5255.764,0.0
PLAZA ESTACION COGHLAN,PLAZA,VIAS DEL FERROCARRIL BARTOLOME MITRE ENTRE NAHUEL HUAPI - TRONADOR - ESTOMBA - MONROE,COGHLAN,12.0,11848.721,0.0
PLAZA JULIO CESAR FUMAROLA,PLAZA,PERON JUAN DOMINGO - JEAN JAURES - ANCHORENA TOMAS - PREDIO VIAS DEL FFCC,BALBANERA,3.0,1206.992,0.0
PLAZA DR. ESTEBAN L. MARADONA,PLAZOLETA,AV CORDOBA - DARWIN - VIAS DEL EX FFCC SAN MARTIN,PALERMO,14.0,291.69,0.0
PLAZA PASEO DE LA VIDA DR. RENE FAVALORO,PLAZA,BACACAY - ROJAS RICARDO - REPETTO NICOLAS - VIAS DEL FFCC SARMIENTO,CABALLITO,6.0,2355.302,0.0
TATO BORES,PLAZOLETA,"FIGUEROA ALCORTA, PRES., AV. - DE LOS OMBUES, AV.",PALERMO,14.0,391.777,140.91299999999995
PLAZA FRAY MOCHO,PLAZA,"FIGUEROA ALCORTA, PRES., AV. - BUNGE, INT. - BELLO, ANDRES - DE LOS OMBUES, AV.",PALERMO,14.0,26569.178,902.91
HIGINIO CAZON,CANTERO CENTRAL,MENDOZA ENTRE ANDONAEGUI Y BARZANA,VILLA URQUIZA,12.0,225.71,143.873
CARLOS CARBONI,CANTERO CENTRAL,MENDOZA ENTRE BUCARELLI Y ANDONAEGUI,VILLA URQUIZA,12.0,197.755,124.896
PACIFICO VICTOR LAMBERTUCCI,CANTERO CENTRAL,MENDOZA ENTRE BAUNESS Y BUCARELLI,VILLA URQUIZA,12.0,280.261,182.787
HECTOR FELIX ARATA,CANTERO CENTRAL,MENDOZA ENTRE AVALOS Y BAUNESS,VILLA URQUIZA,12.0,213.247,173.422
ENRIQUE DELFINO,CANTERO CENTRAL,MENDOZA ENTRE TRIUNVIRATO Y AVALOS,VILLA URQUIZA,12.0,196.946,174.93
PASEO JUAN A. PIRKER,CANTERO CENTRAL,"CARABOBO, AV. E/ ZUVIRIA Y SARAZA",FLORES,7.0,2663.609000000001,0.0
ELIAS CARPENA,CANTERO CENTRAL,"CARABOBO, AV. E/ ZUVIRIA Y EVA PERON AV",FLORES,7.0,599.92,0.0
PLAZA ROSA LAMORTE DE LOMBARDO,PLAZA,FRUCTUOSO RIVERA ENTRE EREZCANO Y PERITO MORENO AV,NUEVA POMPEYA,4.0,6133.849,0.0
ITZHAK RABIN,CANTERO CENTRAL,AV 9 DE JULIO ENTRE JUNCAL Y ARROYO,RETIRO,1.0,219.27,234.417
ING. CARLOS M. DELLA PAOLERA,PLAZOLETA,AV 9 DE JULIO - JUNCAL - ARROYO - CARLOS PELLEGRINI,RETIRO,1.0,724.052,425.349
,PLAZOLETA,SUAREZ ENTRE PRACTICO POLIZA Y VIAS FFCC,BOCA,4.0,102.0,105.856
,PLAZOLETA,SUAREZ ENTRE VIAS FFCC Y JUAN DE DIOS FILIBERTO,BOCA,4.0,165.804,72.28
BRIGADIER ESTANISLAO LOPEZ,PLAZOLETA,SUAREZ Y JUAN DE DIOS FILIBERTO,BOCA,4.0,17.102999999999998,46.021
PLAZA JUAN TRONCONI,PLAZA,TILCARA 3277/87 Y DEL BARCO CENTENERA 3422,NUEVA POMPEYA,4.0,293.053,0.0
PLAZA BOSQUE HOMENAJE A LAS VICTIMAS DE CROMAÑON,PLAZA,"FIGUEROA ALCORTA, PRES., AV. - DORREGO AV - CARCANO RAMON - JULIO A. NOBLE (EX GUERRICO)",PALERMO,14.0,8778.313,473.446
PLAZA 29 DE DICIEMBRE DE 2001,PLAZA,"MERCEDES - MIRANDA - GONZALEZ, ELPIDIO",MONTE CASTRO,10.0,2715.63,0.0
PLAZA MONTE CASTRO,PLAZA,"MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ, ELPIDIO",MONTE CASTRO,10.0,8417.893,0.0
PLAZA HOLANDA,PLAZA,"ISABEL, INFANTA, AV. - IRAOLA, AV. - MONTT, PEDRO, PRES., AV. - DEL LIBERTADOR, AV.",PALERMO,14.0,27830.01,5427.365
JARDIN DE LOS POETAS (PLAZA HOLANDA),PLAZA,"ISABEL, INFANTA, AV. - IRAOLA, AV. - MONTT, PEDRO, PRES., AV.",PALERMO,14.0,2361.568,1094.84
EL ROSEDAL (PLAZA HOLANDA),PLAZA,"ISABEL, INFANTA, AV. - IRAOLA, AV. - MONTT, PEDRO, PRES., AV.",PALERMO,14.0,60954.836,12464.173
REGION BASILICATA,CANTERO CENTRAL,AV DE LOS CORRALES ENTRE COSQUIN Y ANDALGALA,MATADEROS,9.0,21.732,0.0
FRANCISCO ALEJANDRO MOHR,CANTERO CENTRAL,AV DE LOS CORRALES ENTRE CAÑADA DE GOMEZ Y COSQUIN,MATADEROS,9.0,21.732,0.0
MARIA RAGGIO DE BATTINI,CANTERO CENTRAL,AV DE LOS CORRALES ENTRE TIMOTEO GORDILLO Y CAÑADA DE GOMEZ,MATADEROS,9.0,18.964,0.0
PADRE FERNANDO ENDORCIA,CANTERO CENTRAL,AV DE LOS CORRALES ENTRE LISANDRO DE LA TORRA AV Y TIMOTEO GORDILLO,MATADEROS,9.0,12.522,0.0
DR. FLORENCIO ESCARDO,PLAZOLETA,SANCHEZ DE BUSTAMANTE Y PARAGUAY,RECOLETA,2.0,17.03,0.0
PLAZA SAN CAYETANO DE LINIERS,PLAZA,JUAN B JUSTO AV - CUZCO - SUBIDA COLECTORA GRAL PAZ,VERSALLES,10.0,331.62,0.0
AVISO A.R.A. ALFEREZ SOBRAL,PLAZOLETA,"SOBRE EL TUNEL DE DEL LIBERTADOR, AV. ENTRE DEL PINO, VIRREY Y JOSE HERNANDEZ",BELGRANO,13.0,318.899,0.0
LUIS PERLOTTI,PLAZOLETA,NEUQUEN - MENDEZ DE ANDES,CABALLITO,6.0,5.274,0.0
PLAZA ABANDERADA DE LOS HUMILDES,PLAZA,BARRIO PIEDRABUENA - SECCION 78 - MANZANA 159 D SECTOR 2,VILLA LUGANO,8.0,745.939,0.0
,CANTERO CENTRAL,"RABANAL, FRANCISCO, INT., AV. (EX ROCA, CNEL., AV.) Y EREZCANO",NUEVA POMPEYA,4.0,248.777,0.0
PATIO RADIOAFICIONADOS VOLUNTARIOS VETERANOS DE GUERRA (P. CHACABUCO),PLAZA,EVA PERON AV - ACHAVAL - AU. 25 DE MAYO - CALLE INTERNA DEL PQUE. CHACABUCO,PARQUE CHACABUCO,7.0,1792.0279999999998,0.0
PLAZA CATALINAS SUR,PLAZA,NECOCHEA - ENRIQUE GUSTAVINO - MIGUEL VICTORICA - MANUEL GALVEZ,BOCA,4.0,2521.179,0.0
COOPERADORAS ESCOLARES,PLAZOLETA,GRAL PAZ AV - CAAGUAZU - GARCIA DE COSSIO,LINIERS,9.0,1348.441,0.0
PLAZA JAIME YANKELEVICH,PLAZA,RUY DIAZ DE GUZMAN Y PINZON,BARRACAS,4.0,422.311,0.0
PLAZA 18 DE DICIEMBRE DE 1872,PLAZA,GRAL PAZ AV - COLECTORA GRAL PAZ - TUYUTI - VENTURA BOSCH,LINIERS,9.0,6022.0340000000015,0.0
,CANTERO CENTRAL,AUTOPISTA PERITO MORENO - AUTOPISTA 25 DE MAYO - DELLEPIANE LUIS TTE GRAL AV,PARQUE AVELLANEDA,9.0,405.501,0.0
,CANTERO CENTRAL,AUTOPISTA PERITO MORENO - AUTOPISTA 25 DE MAYO - DELLEPIANE LUIS TTE GRAL AV,PARQUE AVELLANEDA,9.0,6872.443,0.0
,CANTERO CENTRAL,AUTOPISTA PERITO MORENO - AUTOPISTA 25 DE MAYO - DELLEPIANE LUIS TTE GRAL AV,PARQUE AVELLANEDA,9.0,3913.652,0.0
,CANTERO CENTRAL,AUTOPISTA PERITO MORENO - AUTOPISTA 25 DE MAYO - DELLEPIANE LUIS TTE GRAL AV,PARQUE AVELLANEDA,9.0,1324.149,0.0
,CANTERO CENTRAL,AUTOPISTA PERITO MORENO - AUTOPISTA 25 DE MAYO - DELLEPIANE LUIS TTE GRAL AV,PARQUE AVELLANEDA,9.0,4153.475,0.0
,CANTERO CENTRAL,AUTOPISTA PERITO MORENO - AUTOPISTA 25 DE MAYO - DELLEPIANE LUIS TTE GRAL AV,FLORES,7.0,1012.256,0.0
PLAZA GUILLERMO Y ALFREDO BARBIERI,PLAZA,LUNA - LOS PATOS - PEDRO CHUTRO - MOSTESQUIEU,PARQUE PATRICIOS,4.0,4128.62,508.31
MARIO JORGE DE LELLIS,PLAZOLETA,LEZICA Y DR GIANANTONIO (EX PELUFFO ANGEL),ALMAGRO,5.0,13.302,0.0
RAMON VAZQUEZ,CANTERO CENTRAL,"ACOSTA, MARIANO  E/ VELAZQUEZ Y BALBASTRO",FLORES,7.0,1271.393,0.0
PASEO GUARDAVIDAS ARGENTINOS,PLAZA,TRISTAN ACHAVAL RODRIGUEZ - RESERVA ECOLOGICA - FRENTE A MONUMENTO DE LAS NEREIDAS,PUERTO MADERO,1.0,1795.671,0.0
GERMAN ROZENMACHER - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ GONZALEZ JOAQUIN Y BAHIA BLANCA",VILLA DEVOTO,11.0,705.4580000000002,252.234
PABLO NERUDA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ MERCEDES Y GUALEGUAYCHU",VILLA DEVOTO,11.0,683.2460000000002,261.895
HUGO DEL CARRIL - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ GUALEGUAYCHU Y SANABRIA",VILLA DEVOTO,11.0,666.73,261.129
EZEQUIEL M. ESTRADA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ SANABRIA Y SEGUROLA AV",VILLA DEVOTO,11.0,706.534,261.387
CESAR VALLEJO - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ SEGUROLA AV Y VIAS DEL FFCC",VILLA DEVOTO,11.0,1064.383,163.151
DIEGO RIVERA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ ALLENDE Y DESAGUADERO",VILLA DEVOTO,11.0,352.5680000000001,243.503
LEONIE MATHIS - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ LASTRA Y QUEVEDO",VILLA DEVOTO,11.0,218.503,153.062
VINICIUS DE MORAES - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ QUEVEDO Y BERMUDEZ",VILLA DEVOTO,11.0,238.928,190.99
VICTOR JARA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ SAN MARTIN, AV. Y PAZ, GRAL., AV.",VILLA DEVOTO,11.0,405.408,304.576
VIOLETA PARRA - PASEO DE LAS ARTES LATINOAMERICANAS,CANTERO CENTRAL,"CARRIL, SALVADOR MARIA DEL, AV.  E/ SAN MARTIN, AV. Y PAZ, GRAL., AV.",VILLA DEVOTO,11.0,179.43599999999995,133.922
ANTOINE SAINT-EXUPERY,PATIO RECREATIVO,ZUVIRIA - SENILLOSA - AU 25 DE MAYO - DOBLAS,PARQUE CHACABUCO,7.0,684.6110000000001,285.545
PASEO PEATONAL COSTERO DIP. NAC. CARLOS BELLO,PLAZOLETA,AV PEDRO DE MENDOZA - RIACHUELO - PUENTE NICOLAS AVELLANEDA - ROCHA,BOCA,4.0,1494.6170000000004,0.0
PASEO ALFREDO ZITARROSA,PLAZOLETA,RAMBLA COSTERA AV COSTANERA NORTE OBLIGADO E/ CLUB DE PESCADORES Y ESPIGON PUERTO ARGENTINO,PALERMO,14.0,3281.737,0.0
PLAZA GURRUCHAGA (NO OFICIAL),PLAZA,GURRUCHAGA - JUFRE - SERRANO - CASTILLO,VILLA CRESPO,15.0,483.14,0.0
,PLAZOLETA,"OBLIGADO, RAFAEL, AV. COSTANERA (ALTURA AEROPARQUE)",PALERMO,14.0,249.686,10.0
,PLAZOLETA,"OBLIGADO, RAFAEL, AV. COSTANERA (ALTURA AEROPARQUE)",PALERMO,14.0,393.066,70.0
PLAZOLETA BLAS PARERA (NO OFICIAL),PLAZOLETA,MONTEVIDEO - PARANA - JUNCAL,RECOLETA,2.0,390.126,80.0
PLAZA REPUBLICA ARABE DE EGIPTO,PLAZA,SARMIENTO AV - ALCORTA FIGUEROA AV - CASARES AV,PALERMO,14.0,21255.788,0.0
LAGO DE REGATAS ERNESTO JAIMOVICH,PLAZA,ERNESTO TORNQUIST -  BELLO ANDRES,PALERMO,14.0,55904.723,0.0
PLAZOLETA NELLY NISTAL,PLAZOLETA,LAS PALMAS - ABRAHAM LUPPI - FOURNIER,NUEVA POMPEYA,4.0,76.548,0.0
PADRE JORGE VERNAZZA,PLAZOLETA,VARELA AV - PERITO MORENO AV,FLORES,7.0,520.245,0.0
PLAZA PIRILLO,PLAZA,RIESTRA AV - CNEL ESTEBAN BONORINO AV,FLORES,7.0,325.046,0.0
CANCHA DE FUTBOL BARRIO RIVADAVIA,PLAZA,BARRIO PRESIDENTE RIVADAVIA,FLORES,7.0,3310.545,0.0
PLAZA BARRIO RIVADAVIA,PLAZA,BARRIO RIVADAVIA,FLORES,7.0,1230.683,0.0
,PLAZOLETA,AV COREA - BARRIO RIVADAVIA,FLORES,7.0,1811.596,0.0
CENTRO RECREATIVO DEPORTIVO VILLA 15,PARQUE,VILLA 15 MANZANA 26,VILLA LUGANO,8.0,6346.995,534.408
PLAZA VILLA MACHETE - PATIO INCLUSIVO,PATIO DE JUEGOS INCLUSIVO,NHT DEL TRABAJO (TIRA 8) - PASAJE DE LA ROSA,VILLA LUGANO,8.0,218.057,94.436
LUCILA YACONIS,CANTERO CENTRAL,"COMODORO RIVADAVIA, AV.  - 3 DE FEBRERO - PAROISSIEN",NUÑEZ,13.0,151.077,9900.0
PLAZA BARRIO NUEVO - PATIO INCLUSIVO,PATIO DE JUEGOS INCLUSIVO,VILLA 21-24 - MANZANA 53,BARRACAS,4.0,719.694,591.623
PLAZA ESPORA,PATIO DE JUEGOS INCLUSIVO,VILLA 21-24 - MANZANA 52 B,BARRACAS,4.0,374.676,291.816
CANCHA NHT ZAVALETA,PLAZA,NUCLEO HABITACIONAL TRANSITORIO ZAVALETA,BARRACAS,4.0,1652.471,162.735
,PLAZOLETA,VILLA 21-24 - MANZANA 57,BARRACAS,4.0,245.867,127.121
PLAZA BICHITO DE LUZ,PLAZA,,RETIRO,1.0,970.163,128.381
CANCHA 7,PLAZA,,RETIRO,1.0,605.3330000000002,102.23
CANCHA 5 GUEMES,PLAZA,,RETIRO,1.0,2553.719,208.827
CANCHA TUCUMANOS,PLAZA,,RETIRO,1.0,968.507,131.13
CANCHA CHICA,PLAZA,,RETIRO,1.0,304.672,71.605
PLAZA TRIANGULO,PLAZA,,RETIRO,1.0,306.553,131.888
CANCHA 9,PLAZA,,RETIRO,1.0,3133.383,227.345
CANCHA LUJAN,PLAZA,,RETIRO,1.0,1078.92,174.03599999999997
PATIO DE JUEGOS MANZANA 32,PLAZA,,RETIRO,1.0,223.526,192.08
SILVINA OCAMPO,CANTERO CENTRAL,"GUEMES, MACACHA, BOULEVARD E/MANSO JUANA, AV. Y DEALESSI, PIERINA",PUERTO MADERO,1.0,880.434,216.047
SEBASTIAN BORRO,PLAZA,"TRIANGULO FORMADO POR LA AVENIDA LISANDRO DE LA TORRE, LA PROLONGACION IMAGINARIA DE LA CALLE TANDIL Y EL ESPACIO VERDE SITUADO EN EL PARQUE JUAN BAUTISTA ALBERDI",MATADEROS,9.0,3923.426,322.017
DR. EMILIO J. HARDOY,PLAZOLETA,PRES. MANUEL QUINTANA AV E/ AYACUCHO Y PRES. M. ROBERTO ORTIZ (VEREDA PAR),RECOLETA,2.0,127.212,138.497
PLAZA EL MAESTRO,PLAZA,"BEIRO, FRANCISCO AV. - LISTA, RAMON, CNEL. - CALDERON DE LA BARCA, PEDRO, CNEL. - CERVANTES",VILLA DEVOTO,11.0,416.361,131.504
PLAZA EL MAESTRO - RAVIGNANI,PLAZA,"BEIRO, FRANCISCO AV. - LISTA, RAMON, CNEL. - CALDERON DE LA BARCA, PEDRO, CNEL. - CERVANTES",VILLA DEVOTO,11.0,3684.967,938.677
CARLOS THAYS (JARDIN BOTANICO),JARDIN BOTANICO,"SANTA FE, AV. - LAS HERAS, GRAL. AV. - MALABIA",PALERMO,14.0,49868.072,0.0
PQUE. POLIDEP. PDTE. JULIO A. ROCA,PARQUE,,VILLA SOLDATI,8.0,794299.938,0.0
PQUE. NATURAL LAGO LUGANO,PARQUE,,VILLA SOLDATI,8.0,155722.702,0.0
PARQUE DE LAS CIENCIAS,PARQUE,"GODOY CRUZ, PARAGUAY, SOLER Y VIAS DEL FFCC SAN MARTIN",PALERMO,14.0,8896.076,0.0
PLAZA DE LA CIENCIA,PLAZA,GODOY CRUZ ENTRE PARAGUAY Y GUATEMALA,PALERMO,14.0,160.939,0.0
PLAZA MONROE,PLAZA,MONROE AV - HOLMBERG,VILLA URQUIZA,12.0,1360.319,746.248
PLAZA ING. FELIX AGUILAR,PLAZA,"ALSINA, VALENTIN, AV. - CAZADORES - LA PAMPA - DRAGONES",BELGRANO,13.0,12824.397,0.0
PLAZA REPUBLICA DE MEXICO,PLAZA,"FIGUEROA ALCORTA, PRES., AV. - LA PAMPA - ALSINA, VALENTIN, AV. - CASTAÑEDA",BELGRANO,13.0,7138.766,0.0
,PLAZOLETA,INDEPENDENCIA 306,SAN TELMO,1.0,11.731,0.0
PASEO ANIBAL TROILO - PICHUCO,PASEO,VEREDA AMPLIADA ROQUE SAENZ PEÑA ENTRE CARLOS PELLEGRINI Y SUIPACHA,SAN NICOLAS,1.0,42.863,0.0
ELVIRA RAWSON DE DELLEPIANE,CANTERO CENTRAL,ELVIRA RAWSON DE DELLEPIANE 150 - 600,PUERTO MADERO,1.0,3133.0290000000005,0.0
,PLAZOLETA,AV PUEYRREDON - TOMAS MANUEL DE ANCHORENA - PEÑA,RECOLETA,2.0,56.262,56.322
PLAZOLETA DE JAE,PLAZOLETA,JUNCAL - ECUADOR - TOMAS MANUEL DE ANCHORENA,RECOLETA,2.0,7.181,0.0
,PLAZA,ARNALDO D'ESPOSITO 101,BOCA,4.0,693.41,0.0
,PLAZA,20 DE SEPTIEMBRE - MARTIN RODRIGUEZ,BOCA,4.0,4363.239000000001,0.0
,PLAZA,MARTIN RODRIGUEZ - JUAN MANUEL BLANES,BOCA,4.0,6243.7959999999985,0.0
CANCHA AUXILIAR ABIERTA - CLUB ATL. BOCA JUNIORS,PLAZA,MARTIN RODRIGUEZ - JUAN MANUEL BLANES - PALOS - 20 DE SEPTIEMBRE,BOCA,4.0,12103.441,0.0
CANCHA AUXILIAR ABIERTA - CLUB ATL. BOCA JUNIORS,PLAZA,MARTIN RODRIGUEZ - ARZOBISPO ESPINOSA - PALOS - 20 DE SEPTIEMBRE,BOCA,4.0,7791.312,0.0
PLAZA CANCHITA CATALINAS,PLAZA,ARNALDO D'ESPOSITO 240,BOCA,4.0,3793.338,0.0
,PLAZA,"HERRERA 1800 - CALIFORNIA - HORNOS, GRAL. - IRIARTE, GRAL.",BARRACAS,4.0,3898.554,0.0
,PLAZA,"CALIFORNIA - HORNOS, GRAL. - QUINQUELA MARTIN, BENITO - AUTOPISTA ARTURO FRONDIZI",BARRACAS,4.0,1459.592,0.0
,PLAZA,"CALIFORNIA - AUTOPISTA ARTURO FRONDIZI - QUINQUELA MARTIN, BENITO - HERRERA",BARRACAS,4.0,2276.923,0.0
,PLAZA,"HORNOS, GRAL.1400 - QUINQUELA MARTIN, BENITO - HERRERA - ARAOZ DE LAMADRID, G., GRAL.",BARRACAS,4.0,512.043,10.0
,PLAZA,"HORNOS, GRAL.1400 - ARAOZ DE LAMADRID, G., GRAL. - SUAREZ - HERRERA",BARRACAS,4.0,162.96200000000005,90.0
,PLAZA,"ARAOZ DE LAMADRID, G., GRAL. - HORNOS, GRAL. - SUAREZ - HERRERA",BARRACAS,4.0,35.543,0.0
,PLAZA,"QUINQUELA MARTIN, BENITO - HERRERA - HORNOS, GRAL. - ARAOZ DE LAMADRID, G., GRAL.",BARRACAS,4.0,516.013,0.0
PLAZOLETA TERRAPLEN,PLAZOLETA,FRANCISCO CAFFERATA 1000,BOCA,4.0,0.0,0.0
,PLAZOLETA,IRALA 1400,BOCA,4.0,23.435,0.0
,PLAZOLETA,DR RAMON CARRILLO 49,BARRACAS,4.0,49.907,0.0
,PLAZOLETA,"LUJAN, PEDRO DE  2401 - ALGARROBO - VIAS FERROCARRIL GENERAL ROCA",BARRACAS,4.0,28.264,99.0
PLAZOLETA 11 DE NOVIEMBRE DE 1859,PLAZOLETA,DIRECTORIO AV 2600 - ITALIA - VARELA AV,FLORES,7.0,1484.303,0.0
,CANTERO CENTRAL,AV CASEROS 400,BARRACAS,4.0,129.683,0.0
,CANTERO CENTRAL,AV CASEROS 500,BARRACAS,4.0,102.106,0.0
,CANTERO CENTRAL,AV CASEROS 600,BARRACAS,4.0,46.342,0.0
,CANTERO CENTRAL,AV CASEROS 700,BARRACAS,4.0,87.191,0.0
,CANTERO CENTRAL,AV CASEROS 800,BARRACAS,4.0,86.663,0.0
,CANTERO CENTRAL,AV CASEROS 900,BARRACAS,4.0,89.445,0.0
PLAZOLETA COLECTORA (NO OFICIAL),PLAZOLETA,COLECTORA GRAL PAZ - SAN NICOLAS - FRANCO,VILLA DEVOTO,11.0,8.482000000000001,0.0
PARQUE SANTOJANNI,PARQUE,"DE LA TORRE, LISANDRO, AV. - PATRON - ACASSUSO - RUCCI, JOSE I.",LINIERS,9.0,22538.924,0.0
PLAZA MADRE ANA MARIA MOGAS - SECTOR PARQUE SANTOJANNI,PLAZA,"DE LA TORRE, LISANDRO, AV. - PATRON - ACASSUSO - PILAR",LINIERS,9.0,6346.483,0.0
PLAZOLETA CAFAYATE (NO OFICIAL),PLAZOLETA,CAFAYATE - SANTIAGO COSTAMAGNA,VILLA LUGANO,8.0,2006.187,0.0
,PLAZOLETA,COLONIA AV 100,PARQUE PATRICIOS,4.0,23.93,0.0
,PLAZOLETA,COLONIA AV 300,PARQUE PATRICIOS,4.0,1.7380000000000002,0.0
,PLAZOLETA,GARAY JUAN DE AV 2588,PARQUE PATRICIOS,4.0,0.0,0.0
RIVERA 27 DE FEBRERO,CANTERO CENTRAL,AV 27 DE FEBRERO 4900-5300,NUEVA POMPEYA,4.0,4714.513,0.0
,CANTERO CENTRAL,VIAS DEL FFCC GARIBALDI DESDE BRANDSEN HASTA OLAVARRIA,BOCA,4.0,1210.74,0.0
,PLAZOLETA,VESPUCIO ENTRE DANIEL CERRI Y CALIFORNIA,BOCA,4.0,1124.056,0.0
PLAZOLETA PASEO DE LA VICTORIA,PLAZOLETA,MUÑIZ 99 - YRIGOYEN HIPOLITO AV - RIVADAVIA AV,ALMAGRO,5.0,81.927,0.0
,PLAZOLETA,MEDRANO 107,ALMAGRO,5.0,32.743,0.0
JARDIN DE COLOMBRES,JARDIN,SALCEDO 3701 Y COLOMBRES,BOEDO,5.0,147.45600000000005,0.0
